Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,post_impressions_unique:lifetime,post_impressions_organic_unique:lifetime,post_impressions_paid_unique:lifetime,post_impressions:lifetime,post_impressions_organic:lifetime,post_impressions_paid:lifetime,post_engaged_users:lifetime,post_consumptions_unique:lifetime,post_consumptions:lifetime,post_negative_feedback:lifetime,post_impressions_fan:lifetime,post_impressions_fan_unique:lifetime,post_impressions_fan_paid:lifetime,post_impressions_fan_paid_unique:lifetime,post_engaged_fan:lifetime,post_video_complete_views_organic_unique:lifetime,post_video_complete_views_organic:lifetime,post_video_complete_views_paid_unique:lifetime,post_video_complete_views_paid:lifetime,post_video_views_organic_unique:lifetime,post_video_views_organic:lifetime,post_video_views_paid_unique:lifetime,post_video_views_paid:lifetime,post_video_avg_time_watched:lifetime,post_video_length:lifetime
1517032341862724_1954993401399947,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1954993401399947,McKlein's cover photo,Photo,,,6/28/17 3:00 PM, ,130,126,0,181,177,0,7,2,2,0,173,123,0,0,6,0,0,0,0,0,0,0,0,0,0
1517032341862724_1954956014737019,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1954956014737019:0,"LISTO BEIBIS, YA ESTOY A SUS ÓRDENES PA' SUS DESÓRDENES EN CHAPALITA!??????  ADEMÁS LOS ESPERO EL SÁBADO PARA FESTEJAR LA INAUGURACIÓN APARTIR DE LAS 5 PM.????????  ??Av. Guadalupe  #1623 B  Col. Chapalita??  (Frente a pasteleria OK y Dominos Pizza)",Photo,,,6/28/17 1:36 PM, ,1180,914,0,1662,1270,0,75,58,76,1,1335,936,0,0,64,0,0,0,0,0,0,0,0,0,0
1517032341862724_1952649241634363,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1952649241634363:0,¡Faltan pocos días BEIBIS !  ????????   ??Colonia Chapalita   *****INAUGURACIÓN 1ro de Julio ***** -Registrate en el evento- https://www.facebook.com/events/1912102679001783/   Av. Guadalupe #1623 -B  entre Niño Obrero y Santa Rita   #manzanasmcklein #comemébeibi #mckleinenchapalita,Photo,,,6/24/17 4:04 PM, ,2715,2395,181,4761,4288,286,76,52,69,1,3312,1917,286,181,68,0,0,0,0,0,0,0,0,0,0
1517032341862724_1912102679001783,https://www.facebook.com/events/1912102679001783/,Inauguración McKlein Chapalita,Status,,,6/24/17 3:49 PM, ,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1517032341862724_1951606528405301,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1951606528405301:0,¡Así es BEIBIS ! Toda esta sabrosura esta en McKlein ????????   ??Colonia Chapalita   *****INAUGURACIÓN 1ro de Julio ***** -Registrate en el evento- https://www.facebook.com/events/1912102679001783/   Av. Guadalupe #1623 -B  entre Niño Obrero y Santa Rita  ??Colonia Las Águilas     Av. 18 de Marzo #5279-A entre Río Lerma y Río Tuito   #manzanasmcklein #comemébeibi #mckleinenchapalita,Photo,,,6/23/17 12:00 PM, ,2963,2831,0,5991,5872,0,71,59,66,0,2957,1725,0,0,67,0,0,0,0,0,0,0,0,0,0
1517032341862724_1950364691862818,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1950364691862818:0,Todo esto y más podrás disfrutar en McKlein ????????   ??Colonia Chapalita   *****INAUGURACIÓN 1ro de Julio ***** -Registrate en el evento- https://www.facebook.com/events/1912102679001783/    Av. Guadalupe #1623 -B  entre Niño Obrero y Santa Rita  ??Colonia Las Águilas     Av. 18 de Marzo #5279-A entre Río Lerma y Río Tuito  #máscercadeustedes #manzanasmcklein #comemébeibi #mckleinenchapalita,Photo,,,6/20/17 1:57 PM, ,4315,4165,0,9079,8748,0,90,67,78,0,6230,3607,0,0,80,0,0,0,0,0,0,0,0,0,0
1517032341862724_1949588841940403,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1949588841940403,McKlein updated their business hours.,Link,,,6/19/17 4:32 AM, ,225,219,0,306,300,0,8,4,6,0,298,217,0,0,6,0,0,0,0,0,0,0,0,0,0
1517032341862724_1949228178643136,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1949228178643136,"¡ Muchas felicidades Jesús David Alcazar !, Ahora podrás disfrutar de la sabrosura de 3 Mcklein y 3 Frillazos ;)",Link,,,6/18/17 9:44 AM, ,507,485,0,749,718,0,20,11,12,0,716,481,0,0,19,0,0,0,0,0,0,0,0,0,0
1517032341862724_1947791528786801,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1947791528786801,Ya merito ;)  #manzanasmcklein #comemébeibi,Link,,,6/15/17 3:45 PM, ,730,603,0,1040,858,0,33,15,15,0,855,601,0,0,32,0,0,0,0,0,0,0,0,0,0
1517032341862724_1945938722305415,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1945938722305415,¡BEIBIS Ya merito! Así que esten atentas ????????...  #mckleinenchapalita #yamerito,Link,,,6/12/17 2:14 PM, ,424,401,0,605,582,0,14,2,2,0,579,397,0,0,14,0,0,0,0,0,0,0,0,0,0
1517032341862724_1945305282368759,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1945305282368759,¡ AGARRENSE BEIBIS !  Sólo unos cuantos días más Manzanas McKlein...SUCURSAL CHAPALITA.  ??Sucursal Las águilas -----> Av. 18 de Marzo #5279-A ??Sucursal Chapalita    -----> Muy pronto  #mckleinenchapalita #comemébeibi #faltanpocosdías,Photo,,,6/11/17 12:23 PM, ,341,308,0,482,437,0,29,20,33,0,440,308,0,0,26,0,0,0,0,0,0,0,0,0,0
1517032341862724_1944747742424513,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1944747742424513:0,¡ AGARRENSE BEIBIS !  Sólo unos cuantos días más Manzanas McKlein...SUCURSAL CHAPALITA  ??Sucursal Las águilas -----> Av. 18 de Marzo #5279-A ??Sucursal Chapalita    -----> Muy pronto  #mckleinenchapalita #comemébeibi #faltanpocosdías,Photo,,,6/11/17 10:00 AM, ,4902,469,4324,6790,747,5928,117,58,72,0,487,321,0,0,22,0,0,0,0,0,0,0,0,0,0
1517032341862724_1943621212537166,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1943621212537166:0,Toda la sabrosura de una manzana.¿Ya veniste por la tuya?  *MUY PRONTO EN CHAPALITA*  #comemébeibi #manzanasmcklein,Photo,,,6/10/17 12:00 PM, ,605,567,0,862,807,0,20,9,9,0,671,485,0,0,19,0,0,0,0,0,0,0,0,0,0
1517032341862724_1944080815824539,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1944080815824539:0,"¡UberEATS celebra el tercer aniversario de Uber con envíos gratis! Uber cumple tres años de conectarte con tus seres queridos en las tierras tapatías y llevarte a donde tú quieres llegar.  UberEATS se une a la celebración con envíos gratis de platillos de cientos de restaurantes toda la semana.  ¡Aprovecha esta oportunidad para llevar tu restaurante favorito a tu casa!  Restricciones: promoción válida del viernes 9 de junio hasta el sábado 17 de junio. Pedidos superiores a $100 MXN, hechos en Guadalajara",Photo,,,6/9/17 3:32 PM, ,5085,1372,3696,7438,1957,5235,203,145,185,0,3826,2096,2016,1001,153,0,0,0,0,0,0,0,0,0,0
1517032341862724_1944052612494026,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1944052612494026,"¡BEIBIS! Ahora le toca a sus papacitos, así que a participar ????????  ¡GÁNATE UN PAQUETE! "" 3 McKlein y 3 Frillazos "" para compartir con tu papá o papacito . Sigue estos pasos y participa:  1. Dale like a la fanpage de McKlein 2. Para el GIF Justo en el momento en que "" una de las McKlein "" llegue a su lugar. (solo una queda exactamente en el lugar) 3. En los comentarios del GIF, sube la captura de pantalla y un pequeño comentario en el que nos cuentes por qué quieres ganar. 4. Comparte la publicación en tu muro (de forma pública)  Listo!!! Ya eres parte del sorteo ¡Mucha Suerte!  *Tienes hasta el sábado 17 de Junio para participar* El ganador se anunciará por la mañana el Domingo 18 de Junio. ¡Así que no pierdas tiempo!  *Recuerda hacer los 4 pasos ;)*",Link,,,6/9/17 2:10 PM, ,11570,2222,6407,16481,3156,8047,667,595,830,0,6209,3428,2826,1732,384,0,0,0,0,0,0,0,0,0,0
1517032341862724_1942467672652520,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1942467672652520:0,Para este calorcito rico una deliciosa mcklein clásica ????  #manzanasmcklein,Photo,,,6/6/17 3:29 PM, ,1483,1454,0,2777,2744,0,20,7,7,0,2653,1400,0,0,18,0,0,0,0,0,0,0,0,0,0
1517032341862724_1941341859431768,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1941341859431768,"¡Adivina el frillazo!   ¿Será flan, piña colada, cheesecake o mokachino?  ¿Y tú que dices?  #manzanasmcklein #frillazos",Link,,,6/4/17 1:15 PM, ,646,632,0,898,882,0,7,4,4,0,873,625,0,0,7,0,0,0,0,0,0,0,0,0,0
1517032341862724_1939406419625312,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1939406419625312:0,"Así como se ve, sabe..... deliciosa  #McKleinbicolor #manzanasMcKlein",Photo,,,6/3/17 12:00 PM, ,1531,1464,0,2696,2606,0,44,19,21,0,2573,1434,0,0,39,0,0,0,0,0,0,0,0,0,0
1517032341862724_1939751706257450,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1939751706257450:0,?????? McKlein tiene una sorpresa. ¡DESCÚBRELO!,Photo,,,6/2/17 12:00 PM, ,12806,2726,6459,37036,4881,23435,4724,4694,6578,1,28631,7090,23435,6459,3499,0,0,0,0,0,0,0,0,0,0
1517032341862724_1939406079625346,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1939406079625346:0,¡De las mejores creaciones! Like si eres amante de este delicioso chocolate   *MUY PRONTO EN CHAPALITA*  #Mckleinsnikers #comemébeibi,Photo,,,6/1/17 12:00 PM, ,1424,1324,0,2533,2408,0,56,22,23,0,2394,1311,0,0,50,0,0,0,0,0,0,0,0,0,0
1517032341862724_1937203873178900,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1937203873178900,El acompañante perfecto de la McKlein clásica ;) ¿Ya los probaste?  llenos de frescura y delicioso sabor  #manzanasmcklein #comemébeibi #frillazos #tomamébeibi,Link,,,5/27/17 10:21 AM, ,473,450,0,615,591,0,13,2,2,0,583,443,0,0,10,0,0,0,0,0,0,0,0,0,0
1517032341862724_1935765479989406,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1935765479989406,¿Cómo te caería una McKlein Kinder con uno de estos frillazos? ;)  #recomendacióndeldía #frillazos #manzanasmcklein,Link,,,5/24/17 2:44 PM, ,1189,604,481,1413,809,508,39,10,10,0,792,585,0,0,24,0,0,0,0,0,0,0,0,0,0
1517032341862724_1930773123821975,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1930773123821975:0,Y ustedes ¿que dicen? ;)  #comemébeibi #manzanasmcklein,Photo,,,5/22/17 12:00 PM, ,2231,2187,0,4425,4358,0,29,15,20,0,4228,2090,0,0,25,0,0,0,0,0,0,0,0,0,0
1517032341862724_1934186783480609,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1934186783480609,¿Calorcito? No te pierdas la sabrosura y frescura de los frillazos en esta temporada ;)  #tomamébeibi,Link,,,5/21/17 12:47 PM, ,2685,778,1974,4256,1088,3000,99,39,41,1,2599,1512,1518,857,59,0,0,0,0,0,0,0,0,0,0
1517032341862724_1930773357155285,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1930773357155285:0,Que más puedo pedir... ahora más cerca de ti ;)  #comemébeibi #manzanasMcKlein,Photo,,,5/19/17 12:00 PM, ,4173,1803,2366,6648,3444,3110,83,27,32,0,3857,1925,507,241,33,0,0,0,0,0,0,0,0,0,0
1517032341862724_1932703063628981,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1932703063628981,¿Ya conoces los frillazos?  Escoge entre nuestros 12 sabores para acompañar tu McKlein favorita.  #tomamébeibi,Link,,,5/18/17 4:06 PM, ,967,909,0,1305,1249,0,25,11,12,0,1235,896,0,0,23,0,0,0,0,0,0,0,0,0,0
1517032341862724_1930786103820677,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1930786103820677:0,Que la batalla comience... #McKleincrunchy o #McKleinnuezblanca  #comemébeibi,Photo,,,5/17/17 12:00 PM, ,1591,1528,0,2934,2810,0,32,7,8,0,2766,1483,0,0,22,0,0,0,0,0,0,0,0,0,0
1517032341862724_1931043480461606,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1931043480461606,Por esos profesores que nos explican hasta con manzanas ! MUCHAS FELICIDADES A TODOS LOS MAESTROS !   #comemébeibi #manzanasmcklein,Link,,,5/15/17 9:29 AM, ,500,465,0,710,665,0,18,7,7,0,657,456,0,0,17,0,0,0,0,0,0,0,0,0,0
1517032341862724_1930572553842032,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1930572553842032,"!NatHalie Diaz! Eres la ganadora de el paquete ""3 McKlein Ferrero y 3 Frillazos!  Podrás pasar por tu premio hoy 14 de Mayo en nuestra sucursal de 2:00 - 21:00 hrs. ¡Muchas felicidades!",Link,,,5/14/17 10:27 AM, ,872,811,0,1216,1146,0,40,32,43,0,1136,801,0,0,39,0,0,0,0,0,0,0,0,0,0
1517032341862724_1930116097221011,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1930116097221011,"Para este calorcito, que tal .....un delicioso F -R-I-L-L-A-Z-O  #tomamébeibi",Link,,,5/13/17 12:44 PM, ,825,736,0,1101,1007,0,30,10,12,0,993,717,0,0,29,0,0,0,0,0,0,0,0,0,0
1517032341862724_1929135293985758,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1929135293985758:0,Cada vez más cerca de ustedes BEIBIS! ;),Photo,,,5/12/17 12:00 PM, ,2044,1855,0,3112,2898,0,107,71,77,0,2853,1796,0,0,101,0,0,0,0,0,0,0,0,0,0
1517032341862724_1929131470652807,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1929131470652807,"Profe y si lo explica con manzanas, pero con manzanas McKlein  ¡GÁNATE UN PAQUETE!  ""3 McKlein Ferrero y 3 Frillazos "" para compartir con tus maestros preferidos. Sigue estos pasos y participa:  1. Dale like a la fanpage de McKlein 2. Para el GIF Justo en el momento en que ""McKlein ferrero"" llegue a su lugar. 3. En los comentarios del GIF, sube la captura de pantalla y un pequeño comentario en el que nos cuentes por qué quieres ganar.  Listo!!! Ya eres parte del sorteo ¡Mucha Suerte!   *Tienes hasta el sábado 13 de Mayo para participar*   El ganador se anunciará por la mañana el Domingo 14 de Mayo. ¡Así que no pierdas tiempo!",Link,,,5/11/17 12:13 PM, ,7898,2933,4180,11840,4313,5799,516,444,628,0,6548,3751,2183,1294,338,0,0,0,0,0,0,0,0,0,0
1517032341862724_1928748937357727,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1928748937357727:0,"MUCHAS FELICIDADES a todas esas MUJERES, esas personas llenas de POWER y que en todo momento están apoyándonos. Un chorro de besos para todas las MAMIS ??",Photo,,,5/10/17 3:36 PM, ,1345,1006,0,2441,1790,0,61,35,42,0,2087,1115,0,0,48,0,0,0,0,0,0,0,0,0,0
1517032341862724_1927789164120371,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1927789164120371:0,"??YA HICISTE TU PEDIDO DEL 10 DE MAYO?? ?? ?Mándanos tu pedido por inbox (mínimo 6 pz) ?Dirección, nombre y numero de contacto ??SE TOMARÁN PEDIDOS HASTA EL 9 DE MAYO 2017 ??LOS PEDIDOS DEBERÁN SER DENTRO DE LA ZONA METROPOLITANA, EL ENVÍO TENDRÁ UN COSTO EXTRA DE $50 PESOS  ??LOS PEDIDOS SE ENTREGARÁN EL 10 DE MAYO DEL 2017 ENTRE LAS 10:00 Y 17:00 HRS",Photo,,,5/8/17 2:55 PM, ,3444,1360,1943,4721,2570,1953,116,41,55,0,3022,1772,471,456,39,0,0,0,0,0,0,0,0,0,0
1517032341862724_1927669584132329,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1927669584132329,https://m.facebook.com/story.php?story_fbid=10154388977742797&id=135338352796,Photo,,,5/8/17 8:55 AM, ,914,681,0,1446,1111,0,101,84,98,0,1282,782,0,0,91,0,0,0,0,0,0,0,0,0,0
1517032341862724_1927306387501982,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1927306387501982:0,"??YA HICISTE TU PEDIDO DEL 10 DE MAYO?? ?? ?Mándanos tu pedido por inbox (mínimo 6 pz) ?Dirección, nombre y numero de contacto  ??SE TOMARÁN PEDIDOS HASTA EL 9 DE MAYO 2017 ??LOS PEDIDOS DEBERÁN SER DENTRO DE LA ZONA METROPOLITANA, EL ENVÍO TENDRÁ UN COSTO EXTRA DE $50 PESOS  ??LOS PEDIDOS SE ENTREGARÁN EL 10 DE MAYO DEL 2017 ENTRE LAS 10:00 Y 17:00 HRS",Photo,,,5/7/17 12:26 PM, ,4837,1495,3250,7058,2779,3841,154,84,102,0,5394,3211,2596,2019,119,0,0,0,0,0,0,0,0,0,0
1517032341862724_1926306680935286,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1926306680935286:0,Cada vez mas cerca de ustedes beibis!...,Photo,,,5/5/17 1:38 PM, ,14575,2738,10532,24015,4749,16436,671,361,447,0,9385,3834,4291,1507,381,0,0,0,0,0,0,0,0,0,0
1517032341862724_1925856254313662,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1925856254313662:0,"Kiubole Mckleins!! los esperamos este SÁBADO 6 y DOMINGO 7 de mayo en Bazar ""La Mirilla"" , parque Silvano Barba (Av. Rubén Dario esquina Av. Providencia de 12:00 a 21:00 hrs   SUGERENCIA... SI NO TE QUIERE LLEVAR TU GALÁN, NADA DE BESOS EL FIN DE SEMANA.",Photo,,,5/4/17 5:13 PM, ,2219,2184,0,5079,5038,0,24,19,24,0,4962,2127,0,0,19,0,0,0,0,0,0,0,0,0,0
1517032341862724_1923921431173811,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1923921431173811:0,""" FELIZ DÍA DEL NIÑO""... de esas personitas que apenas empiezan a soñar  *Como todos somos niños recuerda que ese fin de semana la bola de nieve va por nuestra cuenta*",Photo,,,4/30/17 12:24 PM, ,2193,2172,0,4190,4178,0,18,14,17,0,4139,2138,0,0,14,0,0,0,0,0,0,0,0,0,0
1517032341862724_1922988527933768,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1922988527933768,"Muchisimas gracias  Periódico Milenio y revista Ocio en línea por la nota, en especial a Luis Addams Torres por el tiempo y la visita, esperamos tenerlos de vuelta muy pronto!  ??????",Photo,,,4/28/17 2:10 PM, ,1438,879,0,2251,1276,0,110,85,184,0,1540,1019,0,0,77,0,0,0,0,0,0,0,0,0,0
1517032341862724_1922550481310906,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1922550481310906:0,NIÑOS VÉNGANSE A FESTEJAR SU DÍA !!  (de ser necesario tráiganse a sus papas... ya que)   Aprovecha y ven este 29 y 30 de ABRIL a ponerle una bola de nieve GRATIS a tu Mcklein.  *NOTA: El único requisito es tener entre 1 y 99 años de edad. (Favor de mostrar identificación oficial).,Photo,,,4/27/17 3:43 PM, ,3927,1480,2219,5756,2657,2620,132,59,82,0,3586,2044,889,681,68,0,0,0,0,0,0,0,0,0,0
1517032341862724_1922543664644921,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1922543664644921:0,"NIÑOS, TRAIGAN A SUS PAPAS Y FESTEJEMOS JUNTOS EL DÍA EL NIÑO EN  EL Museo Trompo Mágico ESTE 29 Y 30 DE ABRIL !!",Photo,,,4/27/17 3:14 PM, ,4991,1514,2497,7440,2784,2897,210,85,113,0,3838,2079,808,671,90,0,0,0,0,0,0,0,0,0,0
1517032341862724_1920593551506599,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1920593551506599:0,QUIERES HACER TU FIESTA MAS COOL?  ??CONTACTAME por inbox para llevar toda mi SABROSURA a tu evento !! ;),Photo,,,4/25/17 12:00 AM, ,3006,1390,1483,4825,2778,1733,136,50,64,1,3526,1852,721,597,78,0,0,0,0,0,0,0,0,0,0
1517032341862724_1918935698339051,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1918935698339051:0,HAY MOMENTOS QUE EL MUNDO DEBE ARDER... POR NUESTRAS BEIBIS ????,Photo,,,4/20/17 6:07 PM, ,18879,1462,14469,32459,2653,24857,803,544,748,0,9627,3240,6464,1964,268,0,0,0,0,0,0,0,0,0,0
1517032341862724_1918868725012415,https://www.facebook.com/ManzanasGourmetMcKlein/posts/1918868725012415,¿Cuál es tu preferida?  ¡VOTA YA!,Photo,,,4/20/17 2:24 PM, ,13596,342,12143,25408,506,22795,1565,175,251,0,528,353,4,3,37,0,0,0,0,0,0,0,0,0,0
